t,gt_x,gt_y,gt_z,gt_yaw,est_x,est_y,est_yaw
567.5000,0.0035,-0.0794,1.4631,-0.06318,-0.0076,-0.0665,-0.11726
567.6000,0.0038,-0.0818,1.4638,-0.06318,-0.0069,-0.0710,-0.11724
567.7000,0.0042,-0.0839,1.4643,-0.06318,-0.0060,-0.0753,-0.11726
567.8000,0.0045,-0.0864,1.4648,-0.06319,-0.0056,-0.0786,-0.11726
567.9000,0.0048,-0.0884,1.4649,-0.06319,-0.0055,-0.0819,-0.11726
568.0000,0.0051,-0.0903,1.4648,-0.06321,-0.0059,-0.0849,-0.11727
568.1000,0.0053,-0.0922,1.4644,-0.06322,-0.0066,-0.0875,-0.11723
568.2000,0.0055,-0.0939,1.4638,-0.06323,-0.0074,-0.0898,-0.11718
568.3000,0.0056,-0.0958,1.4629,-0.06326,-0.0076,-0.0912,-0.11713
568.4000,0.0058,-0.0972,1.4620,-0.06328,-0.0078,-0.0925,-0.11714
568.5000,0.0062,-0.0990,1.4608,-0.06330,-0.0074,-0.0932,-0.11719
568.6000,0.0066,-0.1004,1.4597,-0.06331,-0.0063,-0.0937,-0.11726
568.7000,0.0071,-0.1021,1.4584,-0.06332,-0.0050,-0.0945,-0.11732
568.8000,0.0076,-0.1035,1.4573,-0.06334,-0.0043,-0.0954,-0.11737
568.9000,0.0081,-0.1050,1.4562,-0.06336,-0.0039,-0.0955,-0.11738
569.0000,0.0087,-0.1065,1.4550,-0.06337,-0.0037,-0.0948,-0.11742
569.1000,0.0093,-0.1079,1.4538,-0.06338,-0.0036,-0.0939,-0.11740
569.2000,0.0099,-0.1095,1.4526,-0.06340,-0.0035,-0.0930,-0.11741
569.3000,0.0105,-0.1110,1.4515,-0.06342,-0.0038,-0.0926,-0.11745
569.4000,0.0111,-0.1126,1.4504,-0.06344,-0.0050,-0.0921,-0.11746
569.5000,0.0118,-0.1143,1.4494,-0.06345,-0.0067,-0.0916,-0.11741
569.6000,0.0126,-0.1165,1.4484,-0.06346,-0.0087,-0.0917,-0.11737
569.7000,0.0133,-0.1183,1.4476,-0.06347,-0.0103,-0.0924,-0.11731
569.8000,0.0142,-0.1202,1.4470,-0.06348,-0.0111,-0.0935,-0.11733
569.9000,0.0153,-0.1226,1.4464,-0.06349,-0.0108,-0.0952,-0.11740
570.0000,0.0165,-0.1247,1.4461,-0.06350,-0.0094,-0.0973,-0.11746
570.1000,0.0177,-0.1268,1.4459,-0.06351,-0.0077,-0.1002,-0.11755
570.2000,0.0190,-0.1289,1.4458,-0.06353,-0.0061,-0.1025,-0.11764
570.3000,0.0204,-0.1311,1.4457,-0.06353,-0.0049,-0.1046,-0.11771
570.4000,0.0217,-0.1332,1.4456,-0.06354,-0.0037,-0.1065,-0.11773
570.5000,0.0230,-0.1352,1.4454,-0.06354,-0.0021,-0.1082,-0.11777
570.6000,0.0242,-0.1372,1.4451,-0.06354,-0.0006,-0.1096,-0.11779
570.7000,0.0255,-0.1393,1.4448,-0.06355,0.0008,-0.1113,-0.11782
570.8000,0.0264,-0.1410,1.4446,-0.06357,0.0019,-0.1126,-0.11786
570.9000,0.0273,-0.1427,1.4444,-0.06357,0.0028,-0.1138,-0.11784
571.0000,0.0281,-0.1444,1.4443,-0.06356,0.0038,-0.1147,-0.11782
571.1000,0.0289,-0.1461,1.4443,-0.06355,0.0050,-0.1159,-0.11779
571.2000,0.0296,-0.1476,1.4446,-0.06355,0.0059,-0.1169,-0.11779
571.3000,0.0304,-0.1492,1.4450,-0.06354,0.0071,-0.1185,-0.11776
571.4000,0.0310,-0.1506,1.4455,-0.06354,0.0090,-0.1207,-0.11775
571.5000,0.0317,-0.1521,1.4459,-0.06355,0.0117,-0.1236,-0.11776
571.6000,0.0322,-0.1533,1.4462,-0.06355,0.0142,-0.1264,-0.11779
571.7000,0.0326,-0.1546,1.4462,-0.06354,0.0163,-0.1290,-0.11781
571.8000,0.0329,-0.1556,1.4459,-0.06353,0.0180,-0.1313,-0.11779
571.9000,0.0330,-0.1566,1.4453,-0.06352,0.0199,-0.1342,-0.11776
572.0000,0.0329,-0.1574,1.4444,-0.06350,0.0214,-0.1370,-0.11769
572.1000,0.0328,-0.1581,1.4429,-0.06349,0.0228,-0.1402,-0.11760
572.2000,0.0327,-0.1585,1.4416,-0.06348,0.0244,-0.1428,-0.11758
572.3000,0.0323,-0.1588,1.4397,-0.06349,0.0260,-0.1455,-0.11758
572.4000,0.0318,-0.1590,1.4378,-0.06349,0.0273,-0.1476,-0.11758
572.5000,0.0313,-0.1590,1.4356,-0.06347,0.0279,-0.1491,-0.11755
572.6000,0.0308,-0.1588,1.4335,-0.06344,0.0275,-0.1503,-0.11746
572.7000,0.0303,-0.1585,1.4313,-0.06341,0.0266,-0.1508,-0.11739
572.8000,0.0296,-0.1581,1.4291,-0.06337,0.0257,-0.1513,-0.11725
572.9000,0.0289,-0.1577,1.4268,-0.06335,0.0248,-0.1522,-0.11715
573.0000,0.0283,-0.1573,1.4248,-0.06335,0.0237,-0.1534,-0.11709
573.1000,0.0278,-0.1568,1.4229,-0.06335,0.0228,-0.1544,-0.11701
573.2000,0.0274,-0.1562,1.4212,-0.06336,0.0225,-0.1553,-0.11700
573.3000,0.0271,-0.1557,1.4198,-0.06336,0.0225,-0.1562,-0.11702
573.4000,0.0268,-0.1550,1.4183,-0.06335,0.0228,-0.1573,-0.11705
573.5000,0.0266,-0.1544,1.4169,-0.06333,0.0231,-0.1581,-0.11708
573.6000,0.0265,-0.1537,1.4155,-0.06331,0.0234,-0.1591,-0.11705
573.7000,0.0264,-0.1530,1.4140,-0.06330,0.0242,-0.1606,-0.11705
573.8000,0.0263,-0.1523,1.4125,-0.06330,0.0251,-0.1623,-0.11705
573.9000,0.0261,-0.1515,1.4110,-0.06330,0.0260,-0.1641,-0.11706
574.0000,0.0258,-0.1507,1.4093,-0.06328,0.0269,-0.1658,-0.11704
574.1000,0.0256,-0.1499,1.4077,-0.06327,0.0273,-0.1680,-0.11701
574.2000,0.0254,-0.1491,1.4060,-0.06327,0.0271,-0.1700,-0.11697
574.3000,0.0251,-0.1481,1.4043,-0.06328,0.0264,-0.1720,-0.11696
574.4000,0.0247,-0.1471,1.4024,-0.06327,0.0253,-0.1733,-0.11692
574.5000,0.0243,-0.1458,1.4005,-0.06328,0.0248,-0.1740,-0.11690
574.6000,0.0240,-0.1445,1.3990,-0.06327,0.0247,-0.1738,-0.11686
574.7000,0.0238,-0.1429,1.3975,-0.06325,0.0248,-0.1727,-0.11681
574.8000,0.0236,-0.1413,1.3962,-0.06323,0.0245,-0.1708,-0.11679
574.9000,0.0234,-0.1397,1.3953,-0.06321,0.0241,-0.1680,-0.11677
575.0000,0.0232,-0.1382,1.3946,-0.06319,0.0241,-0.1646,-0.11674
575.1000,0.0230,-0.1364,1.3938,-0.06318,0.0244,-0.1602,-0.11672
575.2000,0.0229,-0.1349,1.3932,-0.06316,0.0245,-0.1560,-0.11668
575.3000,0.0228,-0.1332,1.3925,-0.06314,0.0244,-0.1511,-0.11663
575.4000,0.0228,-0.1320,1.3919,-0.06311,0.0235,-0.1452,-0.11658
575.5000,0.0228,-0.1308,1.3913,-0.06309,0.0225,-0.1395,-0.11653
575.6000,0.0227,-0.1300,1.3907,-0.06307,0.0214,-0.1344,-0.11650
575.7000,0.0226,-0.1294,1.3902,-0.06306,0.0202,-0.1310,-0.11652
575.8000,0.0226,-0.1290,1.3897,-0.06309,0.0189,-0.1285,-0.11658
575.9000,0.0227,-0.1289,1.3894,-0.06312,0.0176,-0.1271,-0.11663
576.0000,0.0229,-0.1290,1.3893,-0.06315,0.0163,-0.1264,-0.11670
576.1000,0.0232,-0.1293,1.3895,-0.06318,0.0148,-0.1253,-0.11680
576.2000,0.0235,-0.1297,1.3900,-0.06319,0.0137,-0.1241,-0.11686
576.3000,0.0241,-0.1302,1.3906,-0.06320,0.0131,-0.1229,-0.11690
576.4000,0.0247,-0.1308,1.3915,-0.06320,0.0129,-0.1214,-0.11689
576.5000,0.0253,-0.1314,1.3924,-0.06319,0.0133,-0.1200,-0.11684
576.6000,0.0262,-0.1323,1.3934,-0.06320,0.0142,-0.1194,-0.11684
576.7000,0.0271,-0.1333,1.3943,-0.06323,0.0153,-0.1192,-0.11687
576.8000,0.0279,-0.1344,1.3954,-0.06327,0.0164,-0.1194,-0.11698
576.9000,0.0286,-0.1355,1.3963,-0.06331,0.0181,-0.1200,-0.11702
577.0000,0.0295,-0.1368,1.3974,-0.06335,0.0200,-0.1206,-0.11705
577.1000,0.0303,-0.1380,1.3983,-0.06339,0.0221,-0.1212,-0.11705
577.2000,0.0314,-0.1396,1.3996,-0.06342,0.0240,-0.1216,-0.11708
577.3000,0.0323,-0.1409,1.4007,-0.06345,0.0263,-0.1219,-0.11709
577.4000,0.0331,-0.1421,1.4018,-0.06348,0.0288,-0.1220,-0.11708
577.5000,0.0338,-0.1435,1.4030,-0.06352,0.0312,-0.1220,-0.11706
577.6000,0.0344,-0.1447,1.4042,-0.06356,0.0333,-0.1218,-0.11709
577.7000,0.0350,-0.1460,1.4056,-0.06358,0.0346,-0.1220,-0.11712
577.8000,0.0355,-0.1473,1.4071,-0.06361,0.0354,-0.1221,-0.11716
577.9000,0.0359,-0.1487,1.4086,-0.06364,0.0363,-0.1228,-0.11720
578.0000,0.0363,-0.1501,1.4101,-0.06367,0.0368,-0.1237,-0.11724
578.1000,0.0366,-0.1516,1.4116,-0.06370,0.0369,-0.1250,-0.11731
578.2000,0.0368,-0.1532,1.4132,-0.06372,0.0361,-0.1268,-0.11734
578.3000,0.0370,-0.1548,1.4145,-0.06373,0.0349,-0.1293,-0.11738
578.4000,0.0371,-0.1564,1.4156,-0.06376,0.0336,-0.1322,-0.11741
578.5000,0.0372,-0.1578,1.4164,-0.06379,0.0320,-0.1355,-0.11741
578.6000,0.0375,-0.1595,1.4172,-0.06383,0.0306,-0.1386,-0.11741
578.7000,0.0377,-0.1607,1.4177,-0.06386,0.0293,-0.1407,-0.11745
578.8000,0.0381,-0.1621,1.4183,-0.06388,0.0277,-0.1428,-0.11751
578.9000,0.0386,-0.1633,1.4188,-0.06390,0.0264,-0.1443,-0.11752
579.0000,0.0391,-0.1644,1.4193,-0.06390,0.0254,-0.1457,-0.11752
579.1000,0.0395,-0.1653,1.4197,-0.06391,0.0250,-0.1470,-0.11749
579.2000,0.0401,-0.1661,1.4202,-0.06392,0.0254,-0.1483,-0.11751
579.3000,0.0408,-0.1670,1.4207,-0.06394,0.0265,-0.1493,-0.11758
579.4000,0.0416,-0.1678,1.4212,-0.06395,0.0283,-0.1501,-0.11761
579.5000,0.0425,-0.1684,1.4217,-0.06396,0.0302,-0.1505,-0.11771
579.6000,0.0434,-0.1689,1.4223,-0.06397,0.0319,-0.1509,-0.11775
579.7000,0.0442,-0.1694,1.4228,-0.06398,0.0331,-0.1509,-0.11782
579.8000,0.0449,-0.1698,1.4232,-0.06397,0.0344,-0.1507,-0.11781
579.9000,0.0454,-0.1702,1.4236,-0.06396,0.0361,-0.1499,-0.11781
580.0000,0.0459,-0.1706,1.4241,-0.06396,0.0377,-0.1485,-0.11784
580.1000,0.0463,-0.1710,1.4248,-0.06396,0.0399,-0.1462,-0.11787
580.2000,0.0467,-0.1715,1.4256,-0.06395,0.0422,-0.1439,-0.11793
580.3000,0.0470,-0.1721,1.4267,-0.06395,0.0442,-0.1416,-0.11799
580.4000,0.0471,-0.1727,1.4279,-0.06395,0.0452,-0.1390,-0.11802
580.5000,0.0470,-0.1734,1.4293,-0.06395,0.0446,-0.1371,-0.11798
580.6000,0.0468,-0.1743,1.4308,-0.06397,0.0422,-0.1357,-0.11792
580.7000,0.0466,-0.1753,1.4325,-0.06400,0.0393,-0.1352,-0.11784
580.8000,0.0463,-0.1766,1.4343,-0.06405,0.0369,-0.1353,-0.11779
580.9000,0.0461,-0.1780,1.4363,-0.06408,0.0352,-0.1358,-0.11776
581.0000,0.0460,-0.1795,1.4385,-0.06411,0.0339,-0.1371,-0.11777
581.1000,0.0460,-0.1813,1.4410,-0.06411,0.0331,-0.1389,-0.11774
581.2000,0.0462,-0.1830,1.4435,-0.06412,0.0326,-0.1413,-0.11775
581.3000,0.0464,-0.1845,1.4457,-0.06413,0.0326,-0.1441,-0.11774
581.4000,0.0466,-0.1860,1.4480,-0.06414,0.0333,-0.1478,-0.11774
581.5000,0.0470,-0.1877,1.4508,-0.06417,0.0348,-0.1511,-0.11777
581.6000,0.0474,-0.1891,1.4534,-0.06419,0.0367,-0.1547,-0.11782
581.7000,0.0478,-0.1905,1.4561,-0.06420,0.0384,-0.1575,-0.11783
581.8000,0.0481,-0.1916,1.4588,-0.06421,0.0401,-0.1603,-0.11784
581.9000,0.0471,-0.1924,1.4612,-0.06423,0.0417,-0.1628,-0.11784
582.0000,0.0453,-0.1932,1.4639,-0.06433,0.0436,-0.1649,-0.11791
582.1000,0.0457,-0.1940,1.4667,-0.06467,0.0470,-0.1669,-0.11824
582.2000,0.0490,-0.1948,1.4688,-0.06501,0.0523,-0.1685,-0.11867
582.3000,0.0554,-0.1958,1.4709,-0.06531,0.0596,-0.1691,-0.11908
582.4000,0.0634,-0.1967,1.4725,-0.06556,0.0697,-0.1690,-0.11946
582.5000,0.0735,-0.1978,1.4739,-0.06581,0.0809,-0.1690,-0.11992
582.6000,0.0861,-0.1990,1.4751,-0.06603,0.0951,-0.1697,-0.12063
582.7000,0.1012,-0.2005,1.4761,-0.06634,0.1099,-0.1706,-0.12130
582.8000,0.1181,-0.2021,1.4768,-0.06688,0.1270,-0.1716,-0.12214
582.9000,0.1354,-0.2037,1.4773,-0.06753,0.1446,-0.1730,-0.12304
583.0000,0.1541,-0.2054,1.4776,-0.06835,0.1660,-0.1752,-0.12421
583.1000,0.1742,-0.2073,1.4775,-0.06924,0.1880,-0.1782,-0.12556
583.2000,0.1991,-0.2097,1.4773,-0.07037,0.2137,-0.1826,-0.12735
583.3000,0.2207,-0.2119,1.4770,-0.07140,0.2390,-0.1876,-0.12929
583.4000,0.2454,-0.2144,1.4766,-0.07257,0.2656,-0.1929,-0.13111
583.5000,0.2714,-0.2169,1.4762,-0.07382,0.2959,-0.1982,-0.13276
583.6000,0.2996,-0.2195,1.4760,-0.07512,0.3250,-0.2030,-0.13414
583.7000,0.3278,-0.2220,1.4758,-0.07623,0.3572,-0.2082,-0.13552
583.8000,0.3580,-0.2247,1.4757,-0.07727,0.3878,-0.2134,-0.13683
583.9000,0.3868,-0.2273,1.4757,-0.07817,0.4189,-0.2189,-0.13818
584.0000,0.4153,-0.2299,1.4758,-0.07896,0.4507,-0.2248,-0.13962
584.1000,0.4509,-0.2330,1.4758,-0.07993,0.4859,-0.2316,-0.14132
584.2000,0.4851,-0.2360,1.4757,-0.08091,0.5195,-0.2378,-0.14295
584.3000,0.5135,-0.2384,1.4757,-0.08171,0.5543,-0.2434,-0.14431
584.4000,0.5524,-0.2417,1.4757,-0.08294,0.5928,-0.2487,-0.14544
584.5000,0.5834,-0.2442,1.4757,-0.08416,0.6285,-0.2533,-0.14657
584.6000,0.6219,-0.2473,1.4758,-0.08584,0.6673,-0.2579,-0.14782
584.7000,0.6595,-0.2502,1.4759,-0.08753,0.6519,-0.3305,-0.19087
584.8000,0.6919,-0.2528,1.4761,-0.08891,0.6883,-0.3351,-0.19197
584.9000,0.7342,-0.2561,1.4763,-0.09007,0.7291,-0.3389,-0.19256
585.0000,0.7697,-0.2591,1.4764,-0.09031,0.7674,-0.3423,-0.19243
585.1000,0.8102,-0.2625,1.4765,-0.09012,0.8059,-0.3468,-0.19217
585.2000,0.8493,-0.2662,1.4764,-0.08985,0.8586,-0.3548,-0.19226
585.3000,0.8888,-0.2701,1.4763,-0.08960,0.8958,-0.3610,-0.19260
585.4000,0.9271,-0.2740,1.4753,-0.08939,0.9300,-0.3665,-0.19299
585.5000,0.9677,-0.2783,1.4718,-0.08915,0.9714,-0.3730,-0.19321
585.6000,1.0088,-0.2826,1.4655,-0.08880,1.0164,-0.3798,-0.19315
585.7000,1.0502,-0.2870,1.4567,-0.08819,1.0552,-0.3853,-0.19272
585.8000,1.0955,-0.2918,1.4452,-0.08738,1.0944,-0.3908,-0.19207
585.9000,1.1344,-0.2959,1.4343,-0.08671,1.1348,-0.3964,-0.19145
586.0000,1.1771,-0.3005,1.4219,-0.08608,1.1824,-0.4031,-0.19086
586.1000,1.2219,-0.3054,1.4090,-0.08570,1.2197,-0.4118,-0.19071
586.2000,1.2619,-0.3098,1.3979,-0.08559,1.2347,-0.4359,-0.19079
586.3000,1.3060,-0.3146,1.3864,-0.08561,1.2805,-0.4434,-0.19105
586.4000,1.3524,-0.3197,1.3752,-0.08558,1.3235,-0.4504,-0.19127
586.5040,1.4048,-0.3256,1.3638,-0.08532,1.3703,-0.4587,-0.19135
586.6000,1.4467,-0.3304,1.3556,-0.08507,1.4168,-0.4676,-0.19133
586.7000,1.4871,-0.3351,1.3485,-0.08487,1.4598,-0.4765,-0.19133
586.8000,1.5371,-0.3409,1.3408,-0.08473,1.4994,-0.4852,-0.19137
586.9000,1.5781,-0.3458,1.3352,-0.08463,1.5463,-0.4958,-0.19144
587.0000,1.6287,-0.3517,1.3292,-0.08447,1.5935,-0.5064,-0.19146
587.1000,1.6798,-0.3576,1.3242,-0.08416,1.6377,-0.5159,-0.19144
587.2000,1.7275,-0.3630,1.3203,-0.08371,1.6865,-0.5259,-0.19130
587.3000,1.7752,-0.3684,1.3171,-0.08311,1.7317,-0.5353,-0.19102
587.4000,1.8230,-0.3737,1.3143,-0.08244,1.7856,-0.5600,-0.18887
587.5000,1.8713,-0.3789,1.3120,-0.08171,1.8358,-0.5835,-0.18672
587.6000,1.9179,-0.3839,1.3102,-0.08094,1.8811,-0.5917,-0.18633
587.7000,1.9627,-0.3886,1.3087,-0.08010,1.9306,-0.5998,-0.18599
587.8000,2.0111,-0.3937,1.3074,-0.07940,1.9804,-0.6079,-0.18583
587.9000,2.0596,-0.3987,1.3064,-0.07927,2.0263,-0.6156,-0.18606
588.0000,2.1083,-0.4039,1.3058,-0.07949,2.0719,-0.6237,-0.18634
588.1000,2.1631,-0.4098,1.3054,-0.07975,2.1247,-0.6330,-0.18653
588.2000,2.2043,-0.4143,1.3053,-0.07989,2.1662,-0.6395,-0.18677
588.3000,2.2536,-0.4197,1.3053,-0.08011,2.2153,-0.6468,-0.18719
588.4000,2.3049,-0.4254,1.3056,-0.08050,2.2641,-0.6543,-0.18773
588.5000,2.3563,-0.4311,1.3060,-0.08097,2.3090,-0.6613,-0.18821
588.6000,2.4079,-0.4368,1.3067,-0.08136,2.3584,-0.6772,-0.18539
588.7000,2.4599,-0.4426,1.3075,-0.08143,2.4085,-0.6837,-0.18597
588.8000,2.5081,-0.4480,1.3084,-0.08122,2.4553,-0.6895,-0.18636
588.9000,2.5565,-0.4536,1.3094,-0.08084,2.5024,-0.6953,-0.18663
589.0000,2.6094,-0.4598,1.3108,-0.08035,2.5537,-0.7015,-0.18686
589.1000,2.6564,-0.4654,1.3121,-0.07991,2.6055,-0.7075,-0.18719
589.2000,2.7095,-0.4718,1.3137,-0.07949,2.6539,-0.7132,-0.18751
589.3000,2.7604,-0.4781,1.3153,-0.07917,2.7031,-0.7195,-0.18780
589.4000,2.8093,-0.4844,1.3168,-0.07878,2.7525,-0.7263,-0.18774
589.5000,2.8664,-0.4920,1.3187,-0.07815,2.8064,-0.7339,-0.18736
589.6000,2.9134,-0.4985,1.3203,-0.07752,2.8564,-0.7412,-0.18686
589.7000,2.9625,-0.5054,1.3220,-0.07671,2.9111,-0.7490,-0.18624
589.8000,3.0174,-0.5133,1.3241,-0.07570,2.9719,-0.8052,-0.18214
589.9000,3.0703,-0.5211,1.3263,-0.07475,3.0230,-0.8120,-0.18159
590.0000,3.1212,-0.5288,1.3286,-0.07378,3.0784,-0.8188,-0.18108
590.1000,3.1721,-0.5366,1.3312,-0.07250,3.1303,-0.8250,-0.18044
590.2000,3.2211,-0.5442,1.3339,-0.07106,3.1869,-0.8325,-0.17933
590.3000,3.2701,-0.5520,1.3368,-0.06978,3.2435,-0.8412,-0.17805
590.4000,3.3210,-0.5603,1.3398,-0.06898,3.2858,-0.8793,-0.17360
590.5000,3.3717,-0.5688,1.3428,-0.06853,3.3373,-0.8888,-0.17284
590.6000,3.4243,-0.5777,1.3459,-0.06801,3.3876,-0.8988,-0.17200
590.7000,3.4726,-0.5860,1.3488,-0.06724,3.4370,-0.9092,-0.17092
590.8000,3.5247,-0.5950,1.3519,-0.06616,3.4895,-0.9201,-0.16974
590.9000,3.5725,-0.6032,1.3547,-0.06498,3.5412,-0.9297,-0.16876
591.0000,3.6221,-0.6118,1.3577,-0.06361,3.5584,-0.9678,-0.16796
591.1000,3.6692,-0.6200,1.3607,-0.06223,3.6087,-0.9766,-0.16696
591.2000,3.7158,-0.6280,1.3637,-0.06095,3.6546,-0.9850,-0.16594
591.3000,3.7676,-0.6370,1.3670,-0.05939,3.7040,-0.9941,-0.16454
591.4000,3.8170,-0.6456,1.3704,-0.05759,3.7519,-1.0031,-0.16274
591.5000,3.8657,-0.6543,1.3738,-0.05557,3.7950,-1.0114,-0.16072
591.6000,3.9079,-0.6619,1.3769,-0.05374,3.8406,-1.0468,-0.15840
591.7000,3.9476,-0.6691,1.3798,-0.05183,3.8845,-1.0583,-0.15594
591.8000,4.0011,-0.6790,1.3837,-0.04867,3.9237,-1.0651,-0.15331
591.9000,4.0380,-0.6859,1.3864,-0.04599,3.9655,-1.0723,-0.14985
592.0000,4.0883,-0.6953,1.3901,-0.04174,4.0034,-1.0785,-0.14625
592.1000,4.1291,-0.7031,1.3932,-0.03785,4.0411,-1.0843,-0.14242
592.2000,4.1675,-0.7104,1.3961,-0.03381,4.0815,-1.0902,-0.13798
592.3000,4.2144,-0.7189,1.3997,-0.02933,4.1181,-1.0951,-0.13403
592.4040,4.2592,-0.7273,1.4034,-0.02590,4.1505,-1.0999,-0.13086
592.5000,4.2912,-0.7342,1.4065,-0.02388,4.1878,-1.1066,-0.12744
592.6000,4.3183,-0.7411,1.4094,-0.02249,4.2160,-1.1129,-0.12475
592.7000,4.3406,-0.7481,1.4119,-0.02161,4.2362,-1.1185,-0.12275
592.8000,4.3571,-0.7546,1.4139,-0.02114,4.2510,-1.1241,-0.12098
592.9000,4.3709,-0.7615,1.4158,-0.02089,4.2716,-1.1896,-0.11932
593.0000,4.3815,-0.7683,1.4175,-0.02080,4.2775,-1.1940,-0.11806
593.1000,4.3884,-0.7741,1.4188,-0.02080,4.2807,-1.1977,-0.11706
593.2000,4.3933,-0.7792,1.4198,-0.02085,4.2824,-1.2015,-0.11589
593.3000,4.3978,-0.7854,1.4210,-0.02096,4.2833,-1.2055,-0.11441
593.4000,4.4006,-0.7905,1.4219,-0.02105,4.2842,-1.2096,-0.11269
593.5000,4.4028,-0.7957,1.4227,-0.02116,4.2853,-1.2145,-0.11077
593.6000,4.4046,-0.8015,1.4237,-0.02129,4.2864,-1.2197,-0.10926
593.7000,4.4057,-0.8059,1.4244,-0.02139,4.2879,-1.2254,-0.10799
593.8000,4.4065,-0.8108,1.4252,-0.02151,4.2898,-1.2305,-0.10711
593.9000,4.4069,-0.8146,1.4258,-0.02161,4.2921,-1.2361,-0.10626
594.0000,4.4069,-0.8188,1.4265,-0.02170,4.2940,-1.2413,-0.10536
594.1000,4.4066,-0.8229,1.4270,-0.02179,4.2959,-1.2467,-0.10442
594.2000,4.4060,-0.8265,1.4274,-0.02185,4.2974,-1.2515,-0.10371
594.3000,4.4050,-0.8299,1.4277,-0.02187,4.2992,-1.2564,-0.10316
594.4000,4.4037,-0.8334,1.4279,-0.02187,4.3010,-1.2597,-0.10303
594.5000,4.4023,-0.8361,1.4280,-0.02188,4.3027,-1.2627,-0.10312
594.6000,4.4005,-0.8389,1.4282,-0.02189,4.3037,-1.2648,-0.10331
594.7000,4.3983,-0.8414,1.4283,-0.02192,4.3040,-1.2669,-0.10338
594.8000,4.3958,-0.8437,1.4284,-0.02195,4.3036,-1.2689,-0.10328
594.9000,4.3931,-0.8459,1.4286,-0.02198,4.3020,-1.2708,-0.10305
595.0000,4.3898,-0.8480,1.4288,-0.02201,4.2996,-1.2721,-0.10281
595.1000,4.3861,-0.8500,1.4291,-0.02200,4.2963,-1.2732,-0.10249
595.2000,4.3815,-0.8516,1.4296,-0.02184,4.2930,-1.2740,-0.10209
595.3000,4.3762,-0.8535,1.4305,-0.02105,4.2901,-1.2749,-0.10116
595.4000,4.3732,-0.8552,1.4313,-0.02006,4.2887,-1.2765,-0.10007
595.5000,4.3727,-0.8568,1.4321,-0.01914,4.2895,-1.2794,-0.09914
595.6000,4.3745,-0.8584,1.4328,-0.01837,4.2932,-1.2833,-0.09851
595.7000,4.3785,-0.8600,1.4336,-0.01759,4.2989,-1.2874,-0.09821
595.8000,4.3845,-0.8615,1.4342,-0.01685,4.3074,-1.2917,-0.09790
595.9000,4.3920,-0.8627,1.4348,-0.01611,4.3169,-1.2950,-0.09736
596.0000,4.4016,-0.8638,1.4355,-0.01522,4.3288,-1.2981,-0.09649
596.1000,4.4124,-0.8648,1.4362,-0.01416,4.3412,-1.3009,-0.09540
596.2000,4.4254,-0.8656,1.4372,-0.01284,4.3567,-1.3036,-0.09394
596.3000,4.4411,-0.8664,1.4384,-0.01121,4.3726,-1.3055,-0.09220
596.4000,4.4548,-0.8669,1.4396,-0.00976,4.3911,-1.3075,-0.09005
596.5000,4.4744,-0.8674,1.4414,-0.00780,4.4091,-1.3089,-0.08786
596.6000,4.4927,-0.8677,1.4430,-0.00617,4.4295,-1.3099,-0.08524
596.7000,4.5124,-0.8680,1.4447,-0.00454,4.4491,-1.3103,-0.08259
596.8000,4.5333,-0.8682,1.4465,-0.00293,4.4694,-1.3106,-0.07990
596.9000,4.5534,-0.8683,1.4482,-0.00153,4.4918,-1.3110,-0.07718
597.0000,4.5763,-0.8684,1.4500,-0.00017,4.5132,-1.3111,-0.07486
597.1000,4.6000,-0.8686,1.4518,0.00098,4.5372,-1.3110,-0.07258
597.2000,4.6257,-0.8687,1.4537,0.00200,4.5601,-1.3112,-0.07099
597.3000,4.6493,-0.8689,1.4554,0.00285,4.5838,-1.3112,-0.06968
597.4000,4.6772,-0.8693,1.4572,0.00391,4.6088,-1.3109,-0.06834
597.5000,4.7043,-0.8697,1.4586,0.00502,4.6355,-1.3107,-0.06679
597.6000,4.7346,-0.8701,1.4600,0.00634,4.6660,-1.3108,-0.06509
597.7000,4.7645,-0.8705,1.4612,0.00764,4.6954,-1.3115,-0.06366
597.8000,4.7927,-0.8709,1.4622,0.00890,4.7286,-1.3125,-0.06217
597.9000,4.8281,-0.8714,1.4633,0.01062,4.7598,-1.3136,-0.06060
598.0000,4.8606,-0.8719,1.4643,0.01239,4.7945,-1.3152,-0.05870
598.1000,4.8915,-0.8723,1.4652,0.01438,4.8200,-1.3382,-0.06859
598.2000,4.9301,-0.8728,1.4663,0.01760,4.8429,-1.3763,-0.08550
598.3000,4.9651,-0.8733,1.4673,0.02105,4.8772,-1.3798,-0.08228
598.4000,5.0004,-0.8736,1.4682,0.02472,4.9148,-1.3837,-0.07828
598.5000,5.0332,-0.8738,1.4689,0.02814,4.9544,-1.3878,-0.07385
598.6000,5.0708,-0.8739,1.4694,0.03212,4.9929,-1.3917,-0.06941
598.7000,5.1076,-0.8738,1.4697,0.03594,5.0260,-1.3949,-0.06566
598.8000,5.1449,-0.8736,1.4697,0.03979,5.0660,-1.3983,-0.06124
598.9000,5.1812,-0.8733,1.4696,0.04375,5.1069,-1.4013,-0.05649
599.0000,5.2193,-0.8729,1.4692,0.04822,5.1350,-1.4037,-0.05177
599.1000,5.2577,-0.8722,1.4687,0.05280,5.1763,-1.4058,-0.04647
